एतावत्पर्यन्तं कुत्र गतवान्?	etāvatparyantaṃ kutra gatavān?	sent.
एतावदेव ?	etāvadeva ?	sent.
एतावन्तः अङ्काः कथं लब्धाः ?	etāvantaḥ aṅkāḥ kathaṃ labdhāḥ ?	sent.
एतासु यानपेटिकासु किम् अस्ति ? उद्घाटनं कृत्वा दर्षयतु । शिघ्रम्	etāsu yānapeṭikāsu kim asti ? udghāṭanaṃ kṛtvā darṣayatu | śighram	sent.
एतां कादम्बरीं पठितवान् वा?	etāṃ kādambarīṃ paṭhitavān vā?	sent.
एतां वार्तां श्रुतवती किम् ?	etāṃ vārtāṃ śrutavatī kim ?	sent.
एते अक्रीडन्	ete akrīḍan	sent.
एतेषां विषये श्रुतवान्	eteṣāṃ viṣaye śrutavān	sent.
एतं स्यूतं मात्रे ददातु	etaṃ syūtaṃ mātre dadātu	sent.
एवमपि अस्ति वा?	evamapi asti vā?	expr.
एवमेव	evameva	expr.
एवमेव अग्रे गच्छन्तु	evameva agre gacchantu	sent.
एवमेव आगतवान्	evameva āgatavān	sent.
एवम् ?	evam ?	sent.
एवम् अस्तु	evam astu	sent.
एवं चेत् कथम्?	evaṃ cet katham?	sent.
एवं चेत् कथं जीवामः?	evaṃ cet kathaṃ jīvāmaḥ?	sent.
एवं चेत् परीक्षायां किं करोति?	evaṃ cet parīkṣāyāṃ kiṃ karoti?	sent.
एवं तर्हि	evaṃ tarhi	phrase
एवं भवति कदाचित्	evaṃ bhavati kadācit	sent.
एवं भवतु	evaṃ bhavatu	sent.
एवं भवितुं अर्हति	evaṃ bhavituṃ  arhati	sent.
एषा केवलं किंवदन्ती	eṣā kevalaṃ kiṃvadantī	sent.
एषा मम सखी	eṣā mama sakhī	sent.
एषा वार्ता मम कर्णमपि आगता	eṣā vārtā mama karṇamapi āgatā	sent.
एषा विश्वासं न करोति	eṣā viśvāsaṃ na karoti	sent.
एषा षट् शून्य शून्य शून्य चत्वारि वा?	eṣā ṣaṭ śūnya śūnya śūnya catvāri vā?	sent.
एषु दिनेषु महान् कार्यभारः	eṣu dineṣu mahān kāryabhāraḥ	sent.
एषु दिनेषु विमला मिलितवती वा?	eṣu dineṣu vimalā militavatī vā?	sent.
एषः एकः शनिः	eṣaḥ ekaḥ śaniḥ	sent.
एषः भवतः अपराधः न	eṣaḥ bhavataḥ aparādhaḥ na	sent.
एषः मम आदेशः	eṣaḥ mama ādeśaḥ	sent.
एषः मम गृहसङ्केतः	eṣaḥ mama gṛhasaṅketaḥ	sent.
एषः मम प्रथमः पाठः	eṣaḥ mama prathamaḥ pāṭhaḥ	sent.
एषः मम मित्रम्	eṣaḥ mama mitram	sent.
एषः मार्गः कुत्र गच्छति?	eṣaḥ mārgaḥ kutra gacchati?	sent.
एषः सङ्केतः कुत्र इति जानाति वा?	eṣaḥ saṅketaḥ kutra iti jānāti vā?	sent.
एषः सर्वदा आगत्य मां पीडयति	eṣaḥ sarvadā āgatya māṃ pīḍayati	sent.
ऐच्छत्	aicchat	imperfect
ओहो! तथा वा?	oho! tathā vā?	expr.
ओहो, मम अपेक्षया कनिष्ठः वा?	oho, mama apekṣayā kaniṣṭhaḥ vā?	sent.
क ऊन ख्	ka ūna kh	phrase
क ऋण ख	ka ṛṇa kha	phrase
क गुणित ख	ka guṇita kha	phrase
कटुयुक्तं खाद्यं सा न इच्छति एव	kaṭuyuktaṃ khādyaṃ sā na icchati eva	sent.
कटं प्रसारयतु	kaṭaṃ prasārayatu	sent.
कतमा त्वदीया लेखनी?	katamā tvadīyā lekhanī?	sent.
कति	kati	sent.
कति अपेक्षितानि?	kati apekṣitāni?	sent.
कति / कियत् ददामि?	kati / kiyat dadāmi?	sent.
कति छात्राः ?	kati chātrāḥ ?	sent.
कति दिनानाम्?	kati dinānām?	sent.
कति दिनानि	kati dināni	sent.
कति दिनानि ?	kati dināni ?	sent.
कतिपयेषु दिनेषु	katipayeṣu dineṣu	phrase
कति वादने ?	kati vādane ?	sent.
कतिवारं उक्तवान् एतद् मह्यं न रोचते इति?	kativāraṃ uktavān etad mahyaṃ na rocate iti?	sent.
कतिवारं कथयेयम्?	kativāraṃ kathayeyam?	sent.
कतिवारं वक्तव्यम्?	kativāraṃ vaktavyam?	sent.
कति स्यूताः सन्ति ?	kati syūtāḥ santi ?	sent.
कथञ्चित् तस्य पत्नि एतत् विषयं ज्ञास्यति इति तस्य चिन्ता	kathañcit tasya patni etat viṣayaṃ jñāsyati iti tasya cintā	sent.
कथमपि मया विजयः प्राप्तव्यम्	kathamapi mayā vijayaḥ prāptavyam	sent.
कथमस्ति भवन्?	kathamasti bhavan?	sent.
कथमस्ति भवान्?	kathamasti bhavān?	sent.
कथम् अस्ति भवान् / भवती ?	katham asti bhavān / bhavatī ?	sent.
कथम् उपरि गच्छामि	katham upari gacchāmi	sent.
कथम् एतत् ?	katham etat ?	sent.
कथम् फलानि प्राप्नोमि	katham phalāni prāpnomi	sent.
कथयतु	kathayatu	sent.
कथयतु	kathayatu	imperative
कथं आसीत्?	kathaṃ āsīt?	sent.
कथं आसीत् प्रवासः?	kathaṃ āsīt pravāsaḥ?	sent.
कथं जीवितं धारयिष्यामि	kathaṃ jīvitaṃ dhārayiṣyāmi	sent.
कथं तत् बृहत् आम्रम् ?	kathaṃ tat bṛhat āmram ?	sent.
कथं विस्मरणं भवति भोः?	kathaṃ vismaraṇaṃ bhavati bhoḥ?	sent.
कदा आगतवती ?	kadā āgatavatī ?	sent.
कदा आगतवान्?	kadā āgatavān?	sent.
कदा आगमिष्यति ?	kadā āgamiṣyati ?	sent.
कदा आरभ्य अन्वयः?	kadā ārabhya anvayaḥ?	sent.
कदा उक्तवान् भोः?	kadā uktavān bhoḥ?	sent.
कदाचित् एवमपि स्यात्	kadācit evamapi syāt	sent.
कदा त्वं प्रत्यागच्छसि ?	kadā tvaṃ pratyāgacchasi ?	sent.
कदा ददाति?	kadā dadāti?	sent.
कदा प्रत्यागमिष्यति ?	kadā pratyāgamiṣyati ?	sent.
कदा प्रस्थितवान् ?	kadā prasthitavān ?	sent.
कदा प्रस्थितः?	kadā prasthitaḥ?	sent.
कदा यूयम् प्रस्थितः ?	kadā yūyam prasthitaḥ ?	sent.
कदा वा निर्गच्छति?	kadā vā nirgacchati?	sent.
कन्दुकं क्षिप	kandukaṃ kṣipa	phrase
कन्दुकं धर	kandukaṃ dhara	phrase
कन्यायाः कृते किं किं आभरणं दास्यन्ति?	kanyāyāḥ kṛte kiṃ kiṃ ābharaṇaṃ dāsyanti?	sent.
कपयः तरून् आरोहन्ति	kapayaḥ tarūn ārohanti	sent.
क भाजित ख	ka bhājita kha	phrase
कम्पताम्	kampatām	imperative
क युत ख	ka yuta kha	phrase
करमुक्तं इति दृष्टवान्	karamuktaṃ iti dṛṣṭavān	sent.
करोतु	karotu	sent.
कर्तयतु	kartayatu	imperative
कर्तुं शक्यं, किञ्चित् समयः अपेक्षते	kartuṃ śakyaṃ, kiñcit samayaḥ apekṣate	sent.
कर्मकराः एव दुर्लभाः	karmakarāḥ eva durlabhāḥ	sent.
क वियुत ख	ka viyuta kha	phrase
कस्मिन् महाविद्यालये	kasmin mahāvidyālaye	phrase
कस्मिन् समये?	kasmin samaye?	expr.
कस्मिन् समये आगच्छन्ति अद्य?	kasmin samaye āgacchanti adya?	sent.
कस्मिन् समये प्रतीक्षणीयम्?	kasmin samaye pratīkṣaṇīyam?	sent.
कस्य अयम् प्रकोष्ठः?	kasya ayam prakoṣṭhaḥ?	sentence
कस्य इदम्?	kasya idam?	sent.
कस्य वस्त्रम् इदम्?	kasya vastram idam?	sent.
कस्यां कक्ष्यायाम्	kasyāṃ kakṣyāyām	sent.
का इयं बाला ?	kā iyaṃ bālā ?	sent.
काकः	kākaḥ	fig.
कानि दौर्बल्यानि भवतः ?	kāni daurbalyāni bhavataḥ ?	sent.
काफीचूर्णम्	kāphīcūrṇam	sent.
काफीं भवान् एव रसितवान् , अतः भवता एव वक्तव्यम्	kāphīṃ bhavān eva rasitavān , ataḥ bhavatā eva vaktavyam	sent.
कार्यालयतः तस्य आगमन समयः एषः	kāryālayataḥ tasya āgamana samayaḥ eṣaḥ	sent.
कार्यालयस्य पश्चात्	kāryālayasya paścāt	phrase
कार्यालयस्य समाप्तिः कदा?	kāryālayasya samāptiḥ kadā?	sent.
काले	kāle	loc.
काले काले	kāle kāle	phrase
कालेन कालम्	kālena kālam	phrase
का वार्त्ता ?	kā vārttā ?	sent.
का वेला ?	kā velā ?	sent.
का वेला अधुना वर्नते ?	kā velā adhunā varnate ?	sent.
काशताम्	kāśatām	imperative
काशीं रामेश्वरं सर्वं दृष्टवान् वा?	kāśīṃ rāmeśvaraṃ sarvaṃ dṛṣṭavān vā?	sent.
किञ्चित्	kiñcit	sent.
किञ्चित् उच्चैः वदतु	kiñcit uccaiḥ vadatu	sent.
किञ्चित् एव	kiñcit eva	expr.
किञ्चित्कालम् तिष्ठतु	kiñcitkālam tiṣṭhatu	sent.
किञ्चित् कालं तिष्ठतु	kiñcit kālaṃ tiṣṭhatu	sent.
किञ्चित् कालं द्विचक्रिकां ददाति वा?	kiñcit kālaṃ dvicakrikāṃ dadāti vā?	sent.
किञ्चित् क्षीरं मया पातितम् । इदानीं मार्जयिष्यामि	kiñcit kṣīraṃ mayā pātitam | idānīṃ mārjayiṣyāmi	sent.
किञ्चित् ज्वरः इव	kiñcit jvaraḥ iva	sent.
किञ्चित् वा दध्यन्नस्य भोजनं करोतु	kiñcit vā dadhyannasya bhojanaṃ karotu	sent.
किञ्चित् विश्रान्तिं अनुभवतु	kiñcit viśrāntiṃ anubhavatu	sent.
किञ्चित् व्यञ्जनं परिवेषयतु	kiñcit vyañjanaṃ pariveṣayatu	sent.
किञ्चित् शर्करां ददाति वा?	kiñcit śarkarāṃ dadāti vā?	sent.
किञ्चित् शर्करां योजयतु । ततः भवान् खादितुं शक्यति	kiñcit śarkarāṃ yojayatu | tataḥ bhavān khādituṃ śakyati	sent.
किञ्चित् समञ्जनं कुर्मः	kiñcit samañjanaṃ kurmaḥ	sent.
किञ्चित् साहाय्यं करोति वा?	kiñcit sāhāyyaṃ karoti vā?	sent.
किञ्चित् स्वीकरोति व ?	kiñcit svīkaroti va ?	sent.
किञ्चित् स्वीकरोतु	kiñcit svīkarotu	sent.
किञ्चिदनन्तरं आगच्छेत्	kiñcidanantaraṃ āgacchet	sent.
किञ्चिद्दूरं अहमपि आगच्छामि	kiñciddūraṃ ahamapi āgacchāmi	sent.
किन्तु अस्याः भयम् अस्ति	kintu asyāḥ bhayam asti	phrase
किमपि उक्तवान् वा?	kimapi uktavān vā?	sent.
किमपि चित्रम् ?	kimapi citram ?	sent.
किमपि न भवति	kimapi na bhavati	sent.
किमर्थम् एतावान् विलम्बः ?	kimartham etāvān vilambaḥ ?	sent.
किमर्थम् एवं त्वरा ?	kimartham evaṃ tvarā ?	sent.
किमर्थं अद्य रुचिरेव नास्ति	kimarthaṃ adya rucireva nāsti	sent.
किमर्थं इदानीं अपि कार्यं न आरब्धम्?	kimarthaṃ idānīṃ api kāryaṃ na ārabdham?	sent.
किमर्थं एतावान् विलम्बः?	kimarthaṃ etāvān vilambaḥ?	sent.
किमर्थं एवं सम्भ्रमः?	kimarthaṃ evaṃ sambhramaḥ?	sent.
किमर्थं कण्ठः अवरुद्धः?	kimarthaṃ kaṇṭhaḥ avaruddhaḥ?	sent.
किमर्थं? कः विशेषः?	kimarthaṃ? kaḥ viśeṣaḥ?	sent.
किमर्थं तत् एवं अभवत्?	kimarthaṃ tat evaṃ abhavat?	sent.
किमर्थं तत् एवं जातम् ?	kimarthaṃ tat evaṃ jātam ?	sent.
किमर्थं तद् न भवति?	kimarthaṃ tad na bhavati?	sent.
किमर्थं तावती चिन्ता?	kimarthaṃ tāvatī cintā?	sent.
किमर्थं पूर्वं न उक्तवान्?	kimarthaṃ pūrvaṃ na uktavān?	sent.
किमर्थं प्रतिदिनं विलम्बेन आगच्छन्ति?	kimarthaṃ pratidinaṃ vilambena āgacchanti?	sent.
किमर्थं भवान् क्षुभ्यति?	kimarthaṃ bhavān kṣubhyati?	sent.
किमर्थं भोः?	kimarthaṃ bhoḥ?	expr.
किमर्थं विलम्बः?	kimarthaṃ vilambaḥ?	sent.
किमर्थं वृथा व्ययः इति?	kimarthaṃ vṛthā vyayaḥ iti?	sent.
किमिति पदे पदे आह्वयन्ति?	kimiti pade pade āhvayanti?	sent.
किमिदं, सर्वत्र अवकरः?	kimidaṃ, sarvatra avakaraḥ?	sent.
किम् अकरोत् ?	kim akarot ?	sent.
किम् अपि वार्ता न.	kim api vārtā na.	sent.
किम् अयम् तव प्रकोष्ठः?	kim ayam tava prakoṣṭhaḥ?	sentence
किम् अवदत् ?	kim avadat ?	sent.
किम् इदं तव नूतनं वाहनम्?	kim idaṃ tava nūtanaṃ vāhanam?	sent.
किम् एतत् स्यात्	kim etat syāt	sent.
किम् किम् अपष्यत् ?	kim kim apaṣyat ?	sent.
किम् कुर्वन् असि ?	kim kurvan asi ?	sent.
किम् कुर्वन् अस्ति सः ?	kim kurvan asti saḥ ?	sent.
किम् कुर्वन् आसीः ?	kim kurvan āsīḥ ?	sent.
किम् चिरेण ?	kim cireṇa ?	expr.
किम् तर्हि ?	kim tarhi ?	sent.
किम् विद्यते ?	kim vidyate ?	sent.
कियत् कालं तिष्ठति?	kiyat kālaṃ tiṣṭhati?	sent.
कियत् पर्यन्तं त्वम् अटसि ?	kiyat paryantaṃ tvam aṭasi ?	sent.
कियत् लज्जास्पदम् !	kiyat lajjāspadam !	sent.
कियत् लज्जास्पदम्	kiyat lajjāspadam	sent.
कियत् सुन्दरं अस्तीति जानाति वा?	kiyat sundaraṃ astīti jānāti vā?	sent.
कियद् अस्ति तत्?	kiyad asti tat?	sent.
कियद् इति दातुं शक्यम्?	kiyad iti dātuṃ śakyam?	sent.
कियद् दत्तवती	kiyad dattavatī	sent.
कियद्दूरे अस्ति?	kiyaddūre asti?	sent.
कियान् विलम्बः भोः, शीघ्रं आगच्छतु	kiyān vilambaḥ bhoḥ, śīghraṃ āgacchatu	sent.
किलो कृते कति?	kilo kṛte kati?	sent.
किलो दालस्य कृते कति रूप्यकाणि?	kilo dālasya kṛte kati rūpyakāṇi?	sent.
किं अत्र आगमनम्?	kiṃ atra āgamanam?	sent.
किं अद्य अहं भोजनं करोमि वा?	kiṃ adya ahaṃ bhojanaṃ karomi vā?	sent.
किं, अद्य दातव्यं वा?	kiṃ, adya dātavyaṃ vā?	sent.
किं अम्ब! कियत् परिवेषितवती?	kiṃ amba! kiyat pariveṣitavatī?	sent.
किं अम्ब, प्रतिदिनं सारः एव?	kiṃ amba, pratidinaṃ sāraḥ eva?	sent.
किं, इदानीमपि न आगतवान् वा?	kiṃ, idānīmapi na āgatavān vā?	sent.
किं, इदानीम् एव निद्रा वा?	kiṃ, idānīm eva nidrā vā?	sent.
किं एषा उष्णता भोः!	kiṃ eṣā uṣṇatā bhoḥ!	sent.
किं चिराद् दर्शनं?	kiṃ cirād darśanaṃ?	sent.
किं जातम् ?	kiṃ jātam ?	sent.
किं दृष्टवान् ?	kiṃ  dṛṣṭavān ?	sent.
किं द्वित्रीणि दिनानि न दृष्टा!	kiṃ dvitrīṇi dināni na dṛṣṭā!	sent.
किं, न रोचते वा?	kiṃ, na rocate vā?	sent.
किं पठसि ?	kiṃ paṭhasi ?	sent.
किं बहुना ?	kiṃ bahunā ?	phrase
किं भोः, एकं पत्रं अपि नास्ति?	kiṃ bhoḥ, ekaṃ patraṃ api nāsti?	sent.
किं भोः, एवं वदसि?	kiṃ bhoḥ, evaṃ vadasi?	sent.
किं भोः कोलाहलः	kiṃ bhoḥ kolāhalaḥ	sent.
किं भोः! क्लिन्नः अस्ति!	kiṃ bhoḥ! klinnaḥ asti!	sent.
किं भोः, दर्शनमेव नास्ति!	kiṃ bhoḥ, darśanameva nāsti!	sent.
किं भोः, बहु कृशः जातः?	kiṃ bhoḥ, bahu kṛśaḥ jātaḥ?	sent.
किं भोः, भोजनमेव न करोति?	kiṃ bhoḥ, bhojanameva na karoti?	sent.
किं भोः, वार्ता एव नास्ति?	kiṃ bhoḥ, vārtā eva nāsti?	sent.
किं भोः सम्यक् पठति किल!	kiṃ bhoḥ samyak paṭhati kila!	sent.
किं मम पठनीयं नास्ति वा?	kiṃ mama paṭhanīyaṃ nāsti vā?	sent.
किं वर्षीणो सि ?	kiṃ varṣīṇo si ?	sent.
किं व्याधा वने अस्मिन् सञ्चरन्ति?	kiṃ vyādhā vane asmin sañcaranti?	sent.
किंसङ्ख्याकं यानं जयनगरं गच्छति?	kiṃsaṅkhyākaṃ yānaṃ jayanagaraṃ gacchati?	sent.
कीताः सस्यम् बाधन्ते	kītāḥ sasyam bādhante	sent.
कीदृक् भयङ्कर-शब्दः !	kīdṛk bhayaṅkara-śabdaḥ !	sent.
कीदृशम् इदं फलम् ?	kīdṛśam idaṃ phalam ?	sent.
कीदृशी इयं बाला ?	kīdṛśī iyaṃ bālā ?	sent.
कीदृशः मार्गः अयम् !	kīdṛśaḥ mārgaḥ ayam !	sent.
कुञ्चिकां पार्श्वगृहे दत्वा गच्छामि	kuñcikāṃ pārśvagṛhe datvā gacchāmi	sent.
कुटुम्बेन सह विवाहं गन्तुं त्रीणि कार्यानानि आवश्यकानि	kuṭumbena saha vivāhaṃ gantuṃ trīṇi kāryānāni āvaśyakāni	sent.
कुड्मान् योजयतु	kuḍmān yojayatu	sent.
कुतः आनीतवान् ?	kutaḥ ānītavān ?	sent.
कुत्र आसीद् भवती ?	kutra āsīd bhavatī ?	sent.
कुत्र आसीद् भवान् ?	kutra āsīd bhavān ?	sent.
कुत्र उद्योगं करोति भवती ?	kutra udyogaṃ karoti bhavatī ?	sent.
कुत्र गतवान्? गृहे नास्ति वा?	kutra gatavān? gṛhe nāsti vā?	sent.
कुत्र भवतः निवासः ?	kutra bhavataḥ nivāsaḥ ?	sent.
कुत्र सः ?	kutra saḥ ?	sent.
कुत्रापि न, अत्रैव आसम्	kutrāpi na, atraiva āsam	sent.
कुत्रापि वृष्टिः नास्ति	kutrāpi vṛṣṭiḥ nāsti	sent.
कुत्रापि स्थापयति, अनन्तरं मां पृच्छति	kutrāpi sthāpayati, anantaraṃ māṃ pṛcchati	sent.
कुल्यायोः मध्ये	kulyāyoḥ madhye	phrase
कुशलम्?	kuśalam?	sent.
कुशलम् अस्मि	kuśalam asmi	sent.
कुशलं किम् ?	kuśalaṃ kim ?	sent.
कुशलं वा?	kuśalaṃ vā?	sent.
कुशलः वा?	kuśalaḥ vā?	sent.
कूपस्य कुल्यायाः च मध्ये	kūpasya kulyāyāḥ ca madhye	phrase
कूपीं सम्यक् पिधानं करोतु । अथवा सुगन्धः बहि गमिष्यति	kūpīṃ samyak pidhānaṃ karotu | athavā sugandhaḥ bahi gamiṣyati	sent.
कूप्याः पिधानी कुत्र स्थापितवान् भवान् ? अत्र कुत्रापि नास्ति	kūpyāḥ pidhānī kutra sthāpitavān bhavān ? atra kutrāpi nāsti	sent.
कृते	kṛte	postp.
कृपया	kṛpayā	expr.
कृपया आसनं गृह्णातु	kṛpayā āsanaṃ gṛhṇātu	sent.
कृपया उपविश	kṛpayā upaviśa	sent.
कृपया उपविशतु	kṛpayā upaviśatu	sent.
कृपया एकचषकं जलं आनयतु	kṛpayā ekacaṣakaṃ jalaṃ ānayatu	sent.
कृपया एतत् कृष्णं सूचयतु	kṛpayā etat kṛṣṇaṃ sūcayatu	sent.
कृपया एतद् बहिः क्षिपतु	kṛpayā etad bahiḥ kṣipatu	sent.
कृपया गङ्गातीरे एकं लघु कुटीरं निर्माय मां ददातु इति साधुः प्रार्थितवान्	kṛpayā gaṅgātīre ekaṃ laghu kuṭīraṃ nirmāya māṃ dadātu iti sādhuḥ prārthitavān	sent.
कृपया तम् आह्वयति वा?	kṛpayā tam āhvayati vā?	sent.
कृपया तान् पङ्क्त्या उपवेशयतु । अध्यापकः इदानीम् आगमिष्यति ।	kṛpayā tān paṅktyā upaveśayatu | adhyāpakaḥ idānīm āgamiṣyati |	sent.
कृपया देयकं / प्राप्तिपत्रं ददातु	kṛpayā deyakaṃ  /  prāptipatraṃ dadātu	sent.
कृपया द्वारं पिधाय निर्गच्छतु	kṛpayā  dvāraṃ pidhāya nirgacchatu	sent.
कृपया नीरवं पठ	kṛpayā nīravaṃ paṭha	sent.
कृपया भवान् मया सह पिबतु .	kṛpayā bhavān mayā saha pibatu .	sent.
कृपया मनसि पठतु	kṛpayā manasi paṭhatu	sent.
कृपया वातायनस्य द्वारस्य उद्घाटनं कृत्वा धूमपानं करोतु	kṛpayā vātāyanasya dvārasya udghāṭanaṃ kṛtvā dhūmapānaṃ karotu	sent.
कृपया श्वः आगच्छतु	kṛpayā śvaḥ āgacchatu	sent.
कृपया सर्वबन्धकं स्वीकरोतु	kṛpayā sarvabandhakaṃ svīkarotu	sent.
कृष्णः गृहे अस्ति वा?	kṛṣṇaḥ gṛhe asti vā?	sent.
के इमे पुरुषाः ?	ke ime puruṣāḥ ?	sent.
के इमे बालकाः?	ke ime bālakāḥ?	sent.
केचन जनाः स्वार्थिनः	kecana janāḥ svārthinaḥ	sent.
केन प्रकारेण	kena prakāreṇa	phrase
केन यानेन आगतवती ?	kena yānena āgatavatī ?	sent.
केनापि कारणेन	kenāpi kāraṇena	phrase
केन्द्रे	kendre	loc.
केवलं धनं व्यर्थम्	kevalaṃ dhanaṃ vyartham	sent.
केवलं निःसारं, जामिता भवति	kevalaṃ niḥsāraṃ, jāmitā bhavati	sent.
केशान् कर्तय	keśān kartaya	sent.
केशान् सम्यक् प्रसाधय	keśān samyak prasādhaya	sent.
कोपि विशेषः?	kopi viśeṣaḥ?	expr.
कोलाहलं मा करोतु	kolāhalaṃ mā karotu	sent.
कः अपेक्षितः?	kaḥ apekṣitaḥ?	sent.
कः अयम् महान् सौधः?	kaḥ ayam mahān saudhaḥ?	sent.
कः त्वम् ?	kaḥ tvam ?	sent.
कः दूरवाणीं कृतवान् इति वदामि?	kaḥ dūravāṇīṃ kṛtavān iti vadāmi?	sent.
कः निर्देशकः?	kaḥ nirdeśakaḥ?	sent.
कः प्रतिक्षते भोः?	kaḥ pratikṣate bhoḥ?	sent.
कः लवणं आवश्यकं इति उक्तवान् ?	kaḥ lavaṇaṃ āvaśyakaṃ iti uktavān ?	sent.
कः वदति ?	kaḥ vadati ?	sent.
कः विशेषः ?	kaḥ viśeṣaḥ ?	sent.
कः विशेषः?	kaḥ viśeṣaḥ?	sent.
कः वृत्तान्तः ?	kaḥ vṛttāntaḥ ?	phrase
कः वृत्तान्तः ?	kaḥ vṛttāntaḥ ?	sent.
कः समयः?	kaḥ samayaḥ?	sent.
कः समयः इति जानाति वा?	kaḥ samayaḥ iti jānāti vā?	sent.
क्रुद्धकुक्कुरं मा स्पृश ! तस्य तीव्रैर्दन्तैस्त्वां दशेत् !	kruddhakukkuraṃ mā spṛśa ! tasya tīvrairdantaistvāṃ daśet !	sent.
क्रुद्धः सर्पः फणां प्रसार्य फूत्कृतवान्	kruddhaḥ sarpaḥ phaṇāṃ prasārya phūtkṛtavān	sent.
क्लेशस्यात्मा पदमुपनीतः	kleśasyātmā padamupanītaḥ	sent.
क्व गतः तव मय्यनुरागः?	kva gataḥ tava mayyanurāgaḥ?	sent.
क्वथितापेक्षया सारः एव रुचिकरः	kvathitāpekṣayā sāraḥ eva rucikaraḥ	sent.
क्व सुखम्?	kva sukham?	phrase
क्षणात्	kṣaṇāt	abl.
क्षणं तिष्ठ	kṣaṇaṃ tiṣṭha	sent.
क्षमस्व	kṣamasva	sent.
क्षमस्व, तव गृहम् कुत्र अस्ति?	kṣamasva, tava gṛham kutra asti?	sent.
क्षम्यताम्	kṣamyatām	expr.
क्षम्यताम्, काचित् व्यस्ता आसम् अतः भवता प्रेषितं पत्रं दृष्टुं विलम्बः अभवत् इति इन्दिरा उक्तवती	kṣamyatām, kācit vyastā āsam ataḥ bhavatā preṣitaṃ patraṃ dṛṣṭuṃ vilambaḥ abhavat iti indirā uktavatī	sent.
क्षम्यताम् , न जानामि .	kṣamyatām , na jānāmi .	sent.
क्षम्यताम् , न स्मरामि .	kṣamyatām , na smarāmi .	sent.
क्षम्यताम् , मया विस्मृतम्	kṣamyatām , mayā vismṛtam	sent.
क्षम्यताम् । शयनसमये चायपानीयं न पिबामि	kṣamyatām |  śayanasamaye cāyapānīyaṃ na pibāmi	sent.
क्षम्यताम् , सः गृहे नास्ति	kṣamyatām , saḥ gṛhe nāsti	sent.
क्षीरम्	kṣīram	sent.
क्षीरार्थं अद्य एव दातव्यं अस्ति	kṣīrārthaṃ adya eva dātavyaṃ asti	sent.
क्षीरं ददातु	kṣīraṃ dadātu	sent.
क्षीरं दूषितम्	kṣīraṃ dūṣitam	sent.
खटखटायस्व	khaṭakhaṭāyasva	sent.
खलाः सुराम् अपिबन्	khalāḥ surām apiban	sent.
खलु	khalu	sent.
गच्छता कालेन	gacchatā kālena	phrase
गजस्नानम्	gajasnānam	fig.
गजः कथं मृतः ?	gajaḥ kathaṃ mṛtaḥ ?	sent.
गणितश्रवणमात्रेण मम शिरोवेदना	gaṇitaśravaṇamātreṇa mama śirovedanā	sent.
गणितस्य अध्यापकः अस्ति वा पश्यतु	gaṇitasya adhyāpakaḥ asti vā paśyatu	sent.
गणिते दश अङ्काः एव इति स्मरति वा?	gaṇite daśa aṅkāḥ eva iti smarati vā?	sent.
गणितं पठामि	gaṇitaṃ paṭhāmi	sentence
गतग्रीष्मच्छुट्टौ	gatagrīṣmacchuṭṭau	phrase
गतदुर्गापूजायाम्	gatadurgāpūjāyām	phrase
गतपूर्णिमायाम्	gatapūrṇimāyām	phrase
गतप्रभाते	gataprabhāte	phrase
गतमङ्गलवारे एकवादनात् परम्	gatamaṅgalavāre ekavādanāt param	phrase
गतमङ्गलवारे षड्वादने	gatamaṅgalavāre ṣaḍvādane	phrase
गतरात्रौ	gatarātrau	phrase
गतवर्गे	gatavarge	phrase
गतवर्षे तत्र निर्देशकः आसम्	gatavarṣe tatra nirdeśakaḥ āsam	sent.
गतशताब्द्याम्	gataśatābdyām	phrase
गतशुक्लचतुर्दश्याम्	gataśuklacaturdaśyām	phrase
गतसहस्राब्द्याम्	gatasahasrābdyām	phrase
गतसायम्	gatasāyam	phrase
गतापराह्णे	gatāparāhṇe	phrase
गतैकादश्याम्	gataikādaśyām	phrase
गत्वा शयनं करोतु	gatvā śayanaṃ karotu	sent.
गमनात् अनुक्षणमेव पत्रं लिखतु	gamanāt anukṣaṇameva patraṃ likhatu	sent.
गलीना षड्वादनतः सप्तवादनं पर्यन्तं योगासनम् करोति	galīnā ṣaḍvādanataḥ saptavādanaṃ paryantaṃ yogāsanam karoti	sent.
गलीना स्वस्य शुनकेन सार्धं उद्यानं गतवती	galīnā svasya śunakena sārdhaṃ udyānaṃ gatavatī	sent.
गाढं अभ्यासः वा?	gāḍhaṃ abhyāsaḥ vā?	sent.
गिरिनगरार्थं यात्रापत्रद्वयं ददातु	girinagarārthaṃ yātrāpatradvayaṃ dadātu	sent.
गीतं शृणवाम	gītaṃ śṛṇavāma	sent.
गृहकार्यां करोमि .	gṛhakāryāṃ karomi .	sent.
गृहकार्यं सर्वं समाप्तं वा?	gṛhakāryaṃ sarvaṃ samāptaṃ vā?	sent.
गृहपाठः समाप्तः वा?	gṛhapāṭhaḥ samāptaḥ vā?	sent.
गृहस्य वामतः एव सर्वाणि पुष्पसस्यानि आरोपयाम । तदेव सुन्दरं भविष्यति	gṛhasya vāmataḥ eva sarvāṇi puṣpasasyāni āropayāma | tadeva sundaraṃ bhaviṣyati	sent.
गृहे	gṛhe	loc.
